,age,stamina,handling,attack,defense,technique,strength,jumping,speed,agility,kicking,form,aggression,discipline,leadership,experience,weight,height,energy,csr
167,19.0,14.0,14.0,12.0,14.0,11.0,9.0,5.0,12.0,10.0,13.0,7.0,5.0,4.0,5.0,3.0,80.0,184.0,10.0,101676.0
168,18.0,10.0,11.0,13.0,11.0,9.0,6.0,6.0,9.0,12.0,2.0,8.0,3.0,3.0,6.0,2.0,103.0,182.0,10.0,51388.0
169,22.0,15.0,14.0,14.0,14.0,11.0,11.0,5.0,17.0,11.0,11.0,3.0,2.0,3.0,7.0,3.0,93.0,188.0,11.0,140930.0
170,17.0,6.0,7.0,9.0,13.0,13.0,12.0,8.0,5.0,5.0,2.0,6.0,4.0,3.0,9.0,2.0,122.0,189.0,8.0,45769.0
171,20.0,14.0,11.0,14.0,14.0,13.0,14.0,8.0,13.0,5.0,4.0,9.0,2.0,3.0,4.0,1.0,111.0,193.0,11.0,106459.0
172,19.0,13.0,10.0,9.0,13.0,13.0,14.0,6.0,13.0,13.0,2.0,7.0,3.0,4.0,8.0,3.0,120.0,177.0,10.0,96899.0
173,18.0,8.0,12.0,13.0,14.0,12.0,7.0,9.0,9.0,6.0,4.0,8.0,3.0,3.0,6.0,3.0,91.0,187.0,10.0,65547.0
174,17.0,9.0,8.0,7.0,9.0,7.0,8.0,9.0,5.0,6.0,4.0,8.0,4.0,3.0,6.0,2.0,111.0,203.0,10.0,22193.0
175,17.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,5.0,6.0,2.0,9.0,4.0,3.0,5.0,1.0,123.0,191.0,11.0,17565.0
176,19.0,11.0,10.0,12.0,13.0,14.0,13.0,9.0,10.0,11.0,5.0,7.0,3.0,5.0,3.0,2.0,110.0,183.0,10.0,82674.0
177,19.0,14.0,14.0,9.0,13.0,11.0,11.0,7.0,11.0,10.0,8.0,7.0,2.0,3.0,3.0,2.0,94.0,169.0,10.0,81084.0
178,18.0,14.0,11.0,7.0,7.0,9.0,8.0,9.0,7.0,8.0,4.0,8.0,3.0,2.0,6.0,2.0,116.0,206.0,11.0,40985.0
179,23.0,15.0,15.0,15.0,15.0,12.0,12.0,9.0,14.0,13.0,13.0,9.0,4.0,3.0,8.0,3.0,86.0,186.0,11.0,166558.0
180,18.0,11.0,11.0,6.0,9.0,14.0,14.0,9.0,8.0,7.0,3.0,7.0,2.0,2.0,5.0,2.0,114.0,192.0,10.0,58774.0
181,23.0,16.0,9.0,15.0,15.0,15.0,14.0,6.0,10.0,3.0,2.0,6.0,4.0,2.0,4.0,2.0,92.0,192.0,11.0,132789.0
182,23.0,16.0,11.0,13.0,16.0,16.0,14.0,9.0,6.0,6.0,3.0,8.0,5.0,2.0,5.0,3.0,117.0,196.0,10.0,143900.0
183,17.0,10.0,10.0,8.0,10.0,9.0,12.0,8.0,6.0,10.0,1.0,7.0,3.0,3.0,6.0,2.0,116.0,197.0,10.0,40985.0
184,20.0,13.0,10.0,14.0,14.0,11.0,14.0,13.0,7.0,6.0,2.0,7.0,3.0,1.0,6.0,2.0,92.0,192.0,11.0,91105.0
185,18.0,7.0,14.0,5.0,8.0,8.0,14.0,10.0,9.0,4.0,12.0,6.0,4.0,4.0,9.0,2.0,106.0,181.0,10.0,58585.0
186,22.0,15.0,11.0,14.0,14.0,14.0,15.0,3.0,6.0,9.0,7.0,9.0,2.0,3.0,9.0,3.0,120.0,184.0,11.0,117049.0
187,19.0,11.0,8.0,13.0,14.0,9.0,9.0,7.0,14.0,13.0,9.0,6.0,3.0,2.0,5.0,1.0,74.0,179.0,11.0,85491.0
188,19.0,14.0,10.0,11.0,14.0,14.0,14.0,4.0,6.0,5.0,2.0,7.0,2.0,4.0,7.0,2.0,93.0,186.0,11.0,80849.0
189,26.0,10.0,9.0,11.0,13.0,12.0,11.0,9.0,7.0,5.0,3.0,6.0,3.0,3.0,3.0,6.0,102.0,185.0,10.0,55062.0
190,18.0,9.0,12.0,13.0,13.0,7.0,6.0,5.0,14.0,7.0,5.0,7.0,2.0,3.0,5.0,1.0,92.0,182.0,11.0,61834.0
191,20.0,14.0,14.0,14.0,14.0,14.0,11.0,10.0,4.0,9.0,1.0,9.0,3.0,3.0,5.0,2.0,108.0,187.0,11.0,110426.0
192,18.0,13.0,11.0,12.0,11.0,10.0,14.0,11.0,5.0,9.0,2.0,5.0,2.0,4.0,9.0,3.0,111.0,192.0,10.0,71639.0
193,17.0,9.0,13.0,11.0,11.0,3.0,8.0,6.0,6.0,3.0,8.0,7.0,5.0,4.0,6.0,2.0,94.0,181.0,10.0,42498.0
194,19.0,14.0,5.0,12.0,12.0,13.0,14.0,5.0,11.0,11.0,2.0,5.0,4.0,5.0,3.0,1.0,112.0,185.0,10.0,79205.0
195,21.0,12.0,12.0,11.0,9.0,13.0,13.0,10.0,11.0,9.0,2.0,11.0,4.0,3.0,4.0,3.0,108.0,190.0,11.0,73510.0
196,19.0,9.0,12.0,4.0,12.0,12.0,12.0,6.0,3.0,2.0,1.0,7.0,2.0,3.0,8.0,2.0,119.0,182.0,10.0,47387.0
197,19.0,11.0,12.0,13.0,13.0,9.0,10.0,8.0,8.0,7.0,5.0,9.0,2.0,3.0,3.0,3.0,119.0,184.0,11.0,59740.0
198,32.0,17.0,17.0,15.0,17.0,15.0,17.0,9.0,16.0,11.0,2.0,9.0,3.0,1.0,5.0,6.0,111.0,180.0,10.0,246097.0
199,25.0,16.0,15.0,14.0,16.0,15.0,14.0,11.0,9.0,14.0,1.0,9.0,4.0,2.0,10.0,3.0,117.0,196.0,11.0,184809.0
200,33.0,17.0,17.0,14.0,15.0,17.0,17.0,15.0,13.0,12.0,2.0,8.0,3.0,5.0,2.0,7.0,118.0,201.0,10.0,250824.0
201,31.0,18.0,17.0,15.0,17.0,17.0,18.0,17.0,13.0,8.0,1.0,7.0,5.0,5.0,2.0,8.0,118.0,204.0,10.0,293427.0
202,33.0,17.0,15.0,14.0,14.0,17.0,17.0,7.0,14.0,12.0,8.0,5.0,3.0,4.0,5.0,6.0,121.0,182.0,11.0,202482.0
203,35.0,15.0,15.0,14.0,16.0,16.0,16.0,17.0,9.0,9.0,1.0,8.0,1.0,1.0,6.0,9.0,116.0,205.0,11.0,206831.0
204,35.0,15.0,15.0,15.0,16.0,12.0,13.0,9.0,15.0,11.0,7.0,7.0,4.0,4.0,7.0,6.0,91.0,194.0,11.0,163283.0
205,36.0,17.0,14.0,14.0,15.0,16.0,16.0,4.0,13.0,9.0,1.0,6.0,4.0,3.0,7.0,9.0,109.0,185.0,11.0,183196.0
206,19.0,13.0,13.0,12.0,9.0,11.0,12.0,9.0,10.0,11.0,7.0,7.0,3.0,3.0,6.0,2.0,126.0,197.0,11.0,79120.0
207,20.0,12.0,10.0,6.0,14.0,13.0,14.0,10.0,6.0,5.0,2.0,9.0,1.0,1.0,6.0,2.0,107.0,204.0,11.0,80852.0
208,18.0,11.0,6.0,6.0,4.0,3.0,2.0,1.0,6.0,8.0,5.0,7.0,2.0,3.0,4.0,2.0,127.0,176.0,10.0,12873.0
209,17.0,3.0,6.0,5.0,7.0,4.0,4.0,5.0,1.0,2.0,2.0,7.0,4.0,3.0,1.0,2.0,101.0,201.0,11.0,5996.0
210,17.0,9.0,7.0,7.0,11.0,10.0,14.0,5.0,5.0,5.0,2.0,10.0,2.0,3.0,6.0,1.0,118.0,178.0,11.0,39753.0
211,17.0,9.0,4.0,7.0,10.0,11.0,13.0,4.0,3.0,4.0,3.0,8.0,3.0,1.0,9.0,1.0,130.0,194.0,10.0,34391.0
212,27.0,16.0,15.0,16.0,15.0,15.0,11.0,13.0,12.0,9.0,4.0,6.0,3.0,3.0,10.0,2.0,108.0,184.0,11.0,166929.0
213,20.0,14.0,14.0,14.0,14.0,11.0,12.0,11.0,10.0,5.0,3.0,7.0,1.0,4.0,9.0,2.0,92.0,188.0,11.0,94588.0
214,34.0,17.0,14.0,16.0,16.0,16.0,17.0,3.0,7.0,9.0,1.0,8.0,2.0,2.0,5.0,8.0,112.0,187.0,11.0,197721.0
215,18.0,11.0,13.0,10.0,8.0,8.0,13.0,11.0,8.0,8.0,2.0,9.0,1.0,1.0,6.0,2.0,118.0,194.0,11.0,61508.0
216,31.0,15.0,13.0,14.0,13.0,15.0,15.0,9.0,13.0,8.0,3.0,6.0,2.0,5.0,10.0,7.0,111.0,190.0,10.0,133840.0
217,17.0,12.0,13.0,9.0,9.0,14.0,14.0,7.0,7.0,4.0,3.0,8.0,3.0,3.0,4.0,2.0,100.0,192.0,11.0,68663.0
218,20.0,14.0,14.0,13.0,14.0,10.0,12.0,11.0,11.0,7.0,2.0,7.0,3.0,3.0,7.0,3.0,104.0,191.0,11.0,94519.0
219,20.0,12.0,14.0,12.0,13.0,14.0,12.0,12.0,13.0,9.0,10.0,9.0,2.0,2.0,1.0,3.0,122.0,199.0,9.0,111862.0
220,19.0,14.0,11.0,11.0,12.0,9.0,9.0,4.0,13.0,10.0,12.0,8.0,4.0,3.0,5.0,1.0,82.0,179.0,10.0,81125.0
221,18.0,14.0,8.0,3.0,14.0,10.0,14.0,8.0,4.0,3.0,2.0,5.0,5.0,2.0,6.0,2.0,132.0,192.0,11.0,58233.0
222,17.0,6.0,10.0,6.0,8.0,11.0,9.0,8.0,6.0,4.0,2.0,8.0,4.0,3.0,3.0,1.0,117.0,200.0,11.0,23206.0
223,17.0,12.0,6.0,12.0,7.0,8.0,8.0,2.0,8.0,8.0,1.0,7.0,2.0,4.0,7.0,1.0,118.0,187.0,11.0,33353.0
224,19.0,13.0,12.0,13.0,14.0,13.0,10.0,6.0,13.0,10.0,9.0,10.0,3.0,1.0,6.0,2.0,106.0,189.0,11.0,102470.0
225,34.0,17.0,14.0,16.0,16.0,17.0,17.0,12.0,14.0,15.0,3.0,6.0,4.0,2.0,6.0,6.0,114.0,181.0,11.0,254162.0
226,34.0,16.0,15.0,12.0,15.0,16.0,16.0,9.0,14.0,13.0,3.0,6.0,2.0,4.0,5.0,7.0,97.0,187.0,11.0,189465.0
227,33.0,17.0,16.0,17.0,17.0,17.0,17.0,13.0,16.0,15.0,1.0,9.0,3.0,5.0,10.0,9.0,110.0,198.0,10.0,286972.0
228,33.0,18.0,18.0,16.0,18.0,19.0,17.0,12.0,14.0,13.0,8.0,8.0,3.0,1.0,6.0,8.0,110.0,181.0,10.0,322034.0
229,33.0,16.0,18.0,18.0,17.0,8.0,16.0,7.0,17.0,16.0,17.0,7.0,3.0,2.0,3.0,7.0,88.0,176.0,9.0,323272.0
230,19.0,14.0,13.0,10.0,14.0,8.0,8.0,3.0,13.0,14.0,3.0,8.0,3.0,3.0,6.0,2.0,76.0,186.0,11.0,88152.0
231,20.0,8.0,14.0,10.0,13.0,14.0,14.0,11.0,8.0,8.0,4.0,4.0,3.0,2.0,5.0,3.0,115.0,201.0,11.0,82235.0
232,26.0,10.0,11.0,13.0,13.0,6.0,5.0,6.0,11.0,8.0,6.0,7.0,2.0,4.0,6.0,6.0,92.0,191.0,10.0,54497.0
233,18.0,10.0,8.0,7.0,13.0,14.0,14.0,7.0,6.0,4.0,3.0,7.0,1.0,2.0,11.0,2.0,111.0,186.0,11.0,57532.0
234,18.0,13.0,13.0,7.0,11.0,12.0,12.0,12.0,5.0,5.0,3.0,10.0,3.0,3.0,10.0,2.0,99.0,200.0,11.0,73122.0
235,18.0,11.0,12.0,11.0,8.0,13.0,13.0,12.0,3.0,4.0,3.0,8.0,2.0,3.0,8.0,2.0,107.0,200.0,11.0,62098.0
236,19.0,12.0,13.0,14.0,13.0,12.0,14.0,4.0,14.0,9.0,6.0,6.0,3.0,3.0,9.0,2.0,99.0,190.0,11.0,102076.0
237,18.0,14.0,9.0,9.0,13.0,14.0,12.0,8.0,6.0,6.0,2.0,8.0,4.0,4.0,8.0,2.0,117.0,186.0,11.0,69886.0
238,20.0,13.0,9.0,13.0,14.0,7.0,10.0,7.0,14.0,13.0,4.0,8.0,5.0,2.0,3.0,3.0,88.0,184.0,11.0,86510.0
239,18.0,12.0,12.0,7.0,11.0,11.0,8.0,8.0,9.0,6.0,1.0,6.0,1.0,3.0,10.0,2.0,113.0,200.0,11.0,42633.0
240,18.0,12.0,13.0,11.0,9.0,9.0,11.0,9.0,8.0,4.0,4.0,9.0,3.0,2.0,6.0,2.0,110.0,204.0,9.0,49078.0
241,20.0,14.0,12.0,14.0,12.0,14.0,14.0,6.0,10.0,5.0,4.0,8.0,3.0,3.0,5.0,3.0,110.0,177.0,9.0,96451.0
242,17.0,7.0,7.0,13.0,12.0,8.0,6.0,4.0,8.0,6.0,5.0,8.0,4.0,3.0,2.0,1.0,89.0,192.0,11.0,36785.0
243,28.0,9.0,17.0,17.0,17.0,10.0,17.0,7.0,6.0,5.0,2.0,9.0,4.0,4.0,4.0,3.0,99.0,191.0,11.0,192613.0
244,20.0,14.0,14.0,9.0,14.0,13.0,11.0,4.0,10.0,9.0,4.0,7.0,4.0,1.0,7.0,2.0,103.0,173.0,9.0,82044.0
245,20.0,14.0,10.0,13.0,14.0,13.0,12.0,5.0,11.0,9.0,1.0,8.0,2.0,2.0,3.0,2.0,101.0,191.0,11.0,93018.0
246,23.0,15.0,11.0,12.0,15.0,15.0,15.0,10.0,7.0,8.0,3.0,6.0,4.0,2.0,3.0,3.0,108.0,196.0,11.0,113987.0
247,20.0,14.0,14.0,14.0,13.0,8.0,12.0,5.0,10.0,8.0,10.0,6.0,5.0,2.0,8.0,3.0,96.0,181.0,11.0,87378.0
248,20.0,14.0,14.0,12.0,14.0,14.0,12.0,5.0,14.0,11.0,3.0,6.0,3.0,3.0,6.0,1.0,87.0,187.0,11.0,113573.0
249,17.0,7.0,6.0,7.0,7.0,11.0,11.0,6.0,5.0,5.0,3.0,8.0,4.0,3.0,7.0,1.0,122.0,188.0,9.0,21690.0
250,19.0,12.0,13.0,10.0,12.0,13.0,13.0,10.0,10.0,9.0,2.0,6.0,3.0,4.0,8.0,1.0,99.0,179.0,11.0,88640.0
251,19.0,14.0,7.0,7.0,9.0,5.0,14.0,5.0,14.0,14.0,8.0,8.0,3.0,3.0,6.0,2.0,80.0,177.0,11.0,75006.0
252,17.0,13.0,8.0,10.0,12.0,14.0,14.0,8.0,5.0,6.0,1.0,8.0,3.0,2.0,8.0,1.0,121.0,188.0,9.0,68676.0
253,20.0,14.0,13.0,14.0,8.0,9.0,9.0,3.0,13.0,5.0,3.0,6.0,3.0,2.0,7.0,3.0,103.0,181.0,11.0,69944.0
254,30.0,17.0,18.0,18.0,19.0,19.0,19.0,15.0,16.0,10.0,3.0,7.0,3.0,3.0,4.0,7.0,120.0,198.0,11.0,373267.0
255,20.0,13.0,14.0,14.0,14.0,9.0,10.0,9.0,12.0,7.0,13.0,8.0,3.0,5.0,8.0,2.0,91.0,180.0,11.0,101269.0
256,19.0,14.0,14.0,14.0,14.0,14.0,10.0,7.0,5.0,7.0,3.0,10.0,1.0,5.0,3.0,2.0,116.0,187.0,11.0,92589.0
257,20.0,7.0,13.0,14.0,14.0,9.0,9.0,7.0,13.0,14.0,4.0,6.0,1.0,2.0,2.0,1.0,99.0,189.0,11.0,88663.0
258,21.0,6.0,9.0,12.0,9.0,11.0,9.0,7.0,3.0,1.0,3.0,8.0,3.0,3.0,6.0,1.0,98.0,191.0,11.0,29706.0
259,25.0,15.0,12.0,15.0,15.0,12.0,12.0,5.0,17.0,13.0,4.0,8.0,5.0,3.0,8.0,4.0,104.0,188.0,11.0,159061.0
260,18.0,12.0,10.0,14.0,12.0,5.0,7.0,7.0,13.0,7.0,8.0,5.0,1.0,4.0,4.0,2.0,93.0,187.0,10.0,62098.0
261,30.0,14.0,17.0,18.0,18.0,15.0,10.0,8.0,17.0,15.0,10.0,8.0,4.0,4.0,5.0,5.0,93.0,191.0,11.0,243407.0
262,32.0,16.0,18.0,17.0,18.0,17.0,15.0,5.0,6.0,4.0,2.0,8.0,4.0,4.0,5.0,6.0,119.0,176.0,11.0,224027.0
263,21.0,9.0,14.0,11.0,15.0,11.0,14.0,10.0,5.0,6.0,12.0,7.0,1.0,3.0,5.0,3.0,110.0,192.0,11.0,91412.0
264,21.0,14.0,12.0,11.0,14.0,14.0,14.0,7.0,10.0,7.0,3.0,8.0,3.0,3.0,7.0,2.0,89.0,190.0,11.0,93817.0
265,19.0,8.0,14.0,5.0,7.0,14.0,8.0,4.0,14.0,14.0,3.0,8.0,4.0,3.0,7.0,3.0,113.0,179.0,9.0,72611.0
266,19.0,14.0,13.0,13.0,13.0,9.0,8.0,8.0,13.0,10.0,2.0,9.0,2.0,1.0,5.0,1.0,103.0,193.0,11.0,91294.0
267,35.0,14.0,14.0,14.0,14.0,11.0,13.0,3.0,12.0,12.0,1.0,8.0,3.0,4.0,8.0,8.0,108.0,190.0,11.0,111342.0
268,18.0,11.0,12.0,9.0,11.0,8.0,8.0,9.0,7.0,5.0,8.0,8.0,2.0,2.0,5.0,2.0,117.0,184.0,11.0,42134.0
269,36.0,14.0,13.0,15.0,16.0,9.0,10.0,10.0,16.0,13.0,16.0,9.0,3.0,4.0,3.0,9.0,87.0,178.0,9.0,174690.0
270,34.0,15.0,14.0,15.0,13.0,8.0,8.0,10.0,15.0,14.0,16.0,4.0,3.0,3.0,3.0,8.0,90.0,183.0,10.0,163212.0
271,19.0,14.0,9.0,14.0,14.0,13.0,12.0,14.0,8.0,6.0,6.0,8.0,4.0,3.0,6.0,2.0,97.0,193.0,11.0,99745.0
272,32.0,17.0,16.0,16.0,15.0,13.0,15.0,10.0,17.0,15.0,11.0,8.0,4.0,1.0,2.0,8.0,85.0,190.0,11.0,245515.0
273,25.0,16.0,18.0,14.0,17.0,18.0,17.0,7.0,11.0,13.0,2.0,7.0,2.0,3.0,5.0,5.0,110.0,178.0,11.0,241036.0
274,20.0,12.0,14.0,11.0,11.0,14.0,14.0,8.0,7.0,10.0,7.0,7.0,2.0,2.0,5.0,3.0,118.0,186.0,11.0,83459.0
275,23.0,15.0,12.0,15.0,14.0,10.0,11.0,9.0,15.0,14.0,7.0,7.0,4.0,2.0,4.0,3.0,92.0,184.0,11.0,139373.0
276,18.0,14.0,13.0,10.0,12.0,11.0,7.0,3.0,12.0,6.0,1.0,8.0,3.0,2.0,7.0,1.0,108.0,198.0,11.0,66166.0
277,20.0,13.0,13.0,11.0,14.0,14.0,8.0,4.0,14.0,9.0,6.0,7.0,1.0,2.0,7.0,3.0,116.0,179.0,11.0,87891.0
278,17.0,14.0,11.0,6.0,12.0,11.0,9.0,10.0,9.0,6.0,3.0,8.0,2.0,3.0,6.0,2.0,120.0,199.0,10.0,55986.0
279,34.0,17.0,17.0,15.0,16.0,15.0,13.0,6.0,15.0,15.0,3.0,6.0,3.0,3.0,4.0,7.0,101.0,182.0,11.0,219703.0
280,32.0,16.0,16.0,13.0,17.0,15.0,15.0,10.0,17.0,15.0,4.0,9.0,2.0,5.0,2.0,7.0,115.0,189.0,11.0,237594.0
281,36.0,15.0,14.0,14.0,15.0,15.0,15.0,7.0,13.0,12.0,1.0,6.0,5.0,4.0,5.0,9.0,117.0,196.0,11.0,156674.0
282,36.0,14.0,13.0,13.0,13.0,12.0,13.0,11.0,3.0,1.0,1.0,8.0,4.0,1.0,4.0,9.0,111.0,200.0,10.0,92643.0
283,19.0,14.0,8.0,12.0,14.0,14.0,14.0,7.0,8.0,5.0,2.0,10.0,5.0,5.0,4.0,2.0,126.0,182.0,10.0,85855.0
284,19.0,14.0,11.0,10.0,12.0,13.0,13.0,5.0,10.0,12.0,2.0,5.0,4.0,3.0,4.0,2.0,109.0,182.0,9.0,80947.0
285,31.0,15.0,16.0,18.0,18.0,11.0,11.0,9.0,17.0,10.0,8.0,7.0,2.0,4.0,6.0,5.0,94.0,189.0,11.0,207093.0
286,28.0,15.0,16.0,18.0,15.0,9.0,10.0,4.0,17.0,15.0,3.0,7.0,3.0,3.0,9.0,3.0,103.0,185.0,11.0,190118.0
287,20.0,14.0,10.0,12.0,14.0,9.0,10.0,8.0,14.0,12.0,13.0,7.0,3.0,3.0,3.0,3.0,87.0,186.0,11.0,100522.0
288,23.0,16.0,10.0,16.0,15.0,14.0,10.0,10.0,15.0,7.0,4.0,6.0,1.0,3.0,2.0,4.0,105.0,191.0,11.0,141646.0
289,40.0,9.0,8.0,6.0,8.0,9.0,8.0,1.0,3.0,3.0,1.0,8.0,4.0,3.0,4.0,10.0,128.0,177.0,11.0,15392.0
290,23.0,16.0,8.0,16.0,15.0,13.0,8.0,6.0,13.0,6.0,4.0,8.0,3.0,2.0,9.0,2.0,111.0,187.0,11.0,113323.0
291,21.0,15.0,12.0,15.0,14.0,11.0,11.0,4.0,13.0,10.0,1.0,7.0,1.0,2.0,9.0,3.0,120.0,181.0,11.0,107870.0
292,34.0,16.0,14.0,15.0,16.0,11.0,14.0,10.0,16.0,9.0,6.0,9.0,3.0,4.0,6.0,6.0,91.0,187.0,11.0,159444.0
293,19.0,13.0,12.0,13.0,13.0,14.0,14.0,11.0,13.0,9.0,7.0,8.0,3.0,1.0,5.0,2.0,101.0,193.0,11.0,115644.0
294,23.0,16.0,14.0,15.0,14.0,10.0,9.0,6.0,12.0,8.0,9.0,7.0,2.0,2.0,1.0,3.0,93.0,189.0,11.0,117105.0
295,17.0,10.0,12.0,11.0,6.0,13.0,8.0,11.0,6.0,3.0,4.0,7.0,4.0,3.0,3.0,2.0,95.0,199.0,11.0,48209.0
296,32.0,18.0,18.0,19.0,18.0,11.0,11.0,4.0,18.0,18.0,8.0,9.0,2.0,3.0,4.0,7.0,90.0,188.0,11.0,319911.0
297,21.0,14.0,14.0,13.0,14.0,5.0,9.0,4.0,14.0,8.0,8.0,6.0,2.0,2.0,7.0,3.0,96.0,184.0,11.0,97495.0
298,26.0,15.0,15.0,15.0,15.0,16.0,13.0,5.0,15.0,5.0,3.0,9.0,4.0,1.0,6.0,5.0,122.0,178.0,10.0,164193.0
299,17.0,10.0,10.0,5.0,9.0,8.0,8.0,7.0,7.0,7.0,2.0,7.0,3.0,3.0,5.0,2.0,117.0,200.0,10.0,25189.0
300,31.0,20.0,19.0,20.0,20.0,20.0,18.0,19.0,16.0,14.0,3.0,8.0,4.0,4.0,7.0,9.0,122.0,200.0,8.0,528039.0
301,32.0,21.0,20.0,20.0,21.0,15.0,17.0,4.0,19.0,19.0,13.0,8.0,2.0,3.0,5.0,9.0,77.0,178.0,8.0,536517.0
302,30.0,18.0,13.0,17.0,17.0,18.0,18.0,7.0,16.0,13.0,3.0,8.0,4.0,4.0,5.0,8.0,123.0,182.0,9.0,272785.0
303,21.0,14.0,14.0,13.0,14.0,15.0,15.0,7.0,11.0,9.0,2.0,8.0,4.0,4.0,4.0,3.0,103.0,189.0,11.0,125121.0
304,22.0,14.0,14.0,14.0,14.0,16.0,16.0,7.0,10.0,8.0,3.0,9.0,4.0,4.0,9.0,3.0,105.0,184.0,11.0,140790.0
305,20.0,14.0,14.0,14.0,14.0,13.0,12.0,9.0,12.0,8.0,4.0,8.0,3.0,1.0,11.0,3.0,98.0,195.0,11.0,105637.0
306,23.0,18.0,15.0,13.0,16.0,18.0,18.0,16.0,13.0,12.0,3.0,8.0,4.0,3.0,3.0,4.0,126.0,195.0,10.0,269826.0
307,20.0,15.0,13.0,13.0,9.0,10.0,12.0,14.0,7.0,5.0,3.0,8.0,4.0,4.0,5.0,2.0,129.0,198.0,11.0,86533.0
308,34.0,16.0,15.0,16.0,16.0,6.0,5.0,4.0,16.0,15.0,11.0,8.0,2.0,5.0,7.0,8.0,93.0,191.0,11.0,178992.0
309,24.0,13.0,14.0,15.0,15.0,14.0,10.0,9.0,12.0,7.0,10.0,8.0,4.0,2.0,8.0,4.0,96.0,184.0,11.0,126579.0
310,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,9.0,11.0,110.0,193.0,11.0,0.0
311,18.0,11.0,7.0,9.0,8.0,12.0,13.0,6.0,8.0,12.0,3.0,6.0,2.0,4.0,8.0,1.0,106.0,183.0,11.0,51549.0
312,20.0,14.0,14.0,13.0,13.0,8.0,7.0,4.0,14.0,10.0,7.0,8.0,3.0,3.0,4.0,1.0,84.0,180.0,11.0,90359.0
313,20.0,14.0,13.0,14.0,10.0,14.0,13.0,3.0,5.0,7.0,3.0,9.0,2.0,3.0,5.0,3.0,114.0,187.0,11.0,94268.0
314,18.0,14.0,10.0,8.0,11.0,11.0,14.0,5.0,7.0,9.0,3.0,8.0,4.0,3.0,10.0,2.0,101.0,183.0,9.0,60206.0
315,30.0,17.0,18.0,17.0,16.0,5.0,7.0,4.0,17.0,17.0,9.0,7.0,3.0,3.0,2.0,5.0,94.0,180.0,11.0,232631.0
316,30.0,17.0,18.0,17.0,15.0,4.0,8.0,4.0,16.0,16.0,8.0,9.0,1.0,4.0,9.0,4.0,87.0,185.0,11.0,220760.0
317,26.0,12.0,12.0,15.0,15.0,8.0,11.0,4.0,15.0,11.0,3.0,8.0,2.0,2.0,6.0,3.0,106.0,185.0,11.0,109038.0
318,22.0,13.0,13.0,14.0,14.0,13.0,12.0,7.0,9.0,8.0,3.0,5.0,3.0,1.0,3.0,1.0,96.0,183.0,11.0,100419.0
319,25.0,14.0,9.0,11.0,12.0,14.0,14.0,14.0,9.0,6.0,13.0,9.0,3.0,2.0,5.0,4.0,118.0,187.0,10.0,111403.0
320,21.0,12.0,13.0,14.0,14.0,13.0,12.0,5.0,10.0,9.0,3.0,5.0,3.0,2.0,9.0,3.0,95.0,192.0,11.0,89404.0
321,25.0,9.0,12.0,14.0,14.0,10.0,14.0,4.0,14.0,9.0,13.0,9.0,4.0,3.0,10.0,2.0,95.0,173.0,11.0,111943.0
322,18.0,10.0,7.0,11.0,13.0,8.0,6.0,5.0,12.0,9.0,9.0,7.0,3.0,2.0,2.0,2.0,84.0,184.0,11.0,51721.0
323,19.0,14.0,14.0,10.0,14.0,14.0,13.0,11.0,7.0,7.0,3.0,5.0,3.0,4.0,8.0,3.0,122.0,199.0,11.0,93674.0
324,17.0,7.0,12.0,4.0,9.0,8.0,11.0,8.0,2.0,5.0,2.0,7.0,4.0,3.0,7.0,1.0,121.0,201.0,11.0,27935.0
325,25.0,12.0,14.0,15.0,14.0,9.0,9.0,11.0,14.0,15.0,8.0,6.0,5.0,3.0,4.0,3.0,93.0,185.0,10.0,127187.0
326,26.0,15.0,11.0,15.0,15.0,14.0,11.0,11.0,13.0,14.0,10.0,5.0,4.0,3.0,6.0,3.0,100.0,187.0,10.0,153299.0
327,26.0,14.0,14.0,15.0,15.0,12.0,11.0,11.0,13.0,15.0,9.0,7.0,2.0,2.0,7.0,4.0,86.0,184.0,11.0,154012.0
328,26.0,12.0,10.0,14.0,15.0,15.0,14.0,11.0,14.0,11.0,8.0,6.0,3.0,3.0,7.0,3.0,100.0,191.0,11.0,138136.0
329,19.0,14.0,14.0,10.0,14.0,14.0,13.0,3.0,8.0,6.0,2.0,8.0,4.0,4.0,7.0,3.0,119.0,193.0,10.0,86432.0
330,37.0,16.0,16.0,16.0,16.0,15.0,16.0,10.0,16.0,12.0,3.0,8.0,2.0,3.0,8.0,8.0,104.0,189.0,10.0,221253.0
331,32.0,16.0,16.0,16.0,16.0,12.0,14.0,10.0,17.0,15.0,10.0,9.0,3.0,3.0,4.0,6.0,86.0,179.0,11.0,221037.0
332,20.0,14.0,13.0,11.0,6.0,9.0,6.0,2.0,14.0,14.0,13.0,8.0,2.0,4.0,1.0,2.0,90.0,179.0,11.0,89143.0
333,20.0,14.0,13.0,10.0,6.0,12.0,11.0,10.0,10.0,11.0,7.0,7.0,3.0,2.0,4.0,3.0,125.0,201.0,11.0,74640.0
